Review_Title,Review_Text,Title_clean,Review_clean
"Barbie Is A Great Movie, Locked In A Plastic Box","Oppenheimer was bad. In a bad way. And when I reviewed it, I was thought everything would have been better to watch than that. And finally, I had the opportunity to watch Barbie. I thought it will be a tipical advert film, where yes, they make joke from the dolls and there's some jokes for the adults too, but overall it's all about: BUY MORE BARBIE !And I had almost right. But just ALMOST.Barbie tries to be a society critic, an advert film, a comedy, a kids movie, and it almost works well in those types. But there are some bad things I want to discuss, so here's how this critic will work, I will show how it fits in the types I written down, and after that I will write the conclusion.Society Critic Part: The movie absolutely great in this type, it both shows the stupidity of the PC world, and the terrifying fact we live in a world where is homophobia and racism, sexism. Most of the jokes are about that.Advert Film Part: Exactly because the Society Critic part, it fails to be a good advert film, because who do you want to want to get Barbies. Small Children! And small children will not understand, the jokes with our society, they understand the slapstick jokes. Okay there's some in the film. But there's too few to interest a child.Comedy Part: It's good. This movie IS funny. I can't say more.Kids Movie Part: As I said, it's not working that much. But I have to tell, it can be a bit too silly for adults. So that's a problem too.Conclusion: It's a good movie ! Watch it max two times, great stuff. But if it wasn't a Barbie movie, it could work better.",barbi is a great movi lock in a plastic box,oppenheim bad in bad way and i review i thought everyth would better watch and final i opportun watch barbi i thought tipic advert film ye make joke doll there joke adult overal buy more barbi and i almost right but almostbarbi tri societi critic advert film comedi kid movi almost work well type but bad thing i want discus here critic work i show fit type i written i write conclusionsocieti critic part the movi absolut great type show stupid pc world terrifi fact live world homophobia racism sexism most joke thatadvert film part exactli societi critic part fail good advert film want want get barbi small child and small child understand joke societi understand slapstick joke okay there film but there interest childcomedi part it good thi movi is funni i cant say morekid movi part a i said work much but i tell bit silli adult so that problem tooconclus it good movi watch max two time great stuff but wasnt barbi movi could work better
Man's world isn't just about woman,"For some not so fun to see it the other way around.The expectations that challenge women on every step are impossible to empathise with. But are well said in ""breakout spell"", that woman isn't allowed to make mistakes, yet she is responsible for all the mistakes. And the problems that Barbie experiences the second day are part of life and we know that world isn't perfect and we all deal with it in our own way whether in flats or heels. And same goes for Kens, there is no need for stereotypes, just be Kenough.Living in 21st century is challenging for all, but let's take everybody's heads out of their a*ses and enjoy this ridiculousness that is happening all around shown on screen.The most spectacular part of it all is the art direction and attention to detail that brought so many easter eggs.",man world isnt woman,for fun see way aroundth expect challeng woman everi step imposs empathis but well said breakout spell woman isnt allow make mistak yet respons mistak and problem barbi experi second day part life know world isnt perfect deal way whether flat heel and goe ken need stereotyp kenoughliv st centuri challeng let take everybodi head ase enjoy ridicul happen around shown screenth spectacular part art direct attent detail brought mani easter egg
Barbie (BAR) movie review by Most Fair,"BAR is a comedy movie set in two worlds, Barbie's and the 'real world'. This review won't dig further into the plot.BAR is a pleasant surprise; it's pretty good fun and the actors, music and scenography all make an exceptional job.The comedy of BAR is self ironic and sarcastic and nails it pretty much spot on. Middle part of the movie gets a bit ordinary and dull but doesn't ruin the film overall.The movies scenes are incredible and really stands out. This also applies to the costumes and soundtrack. Several scenes of this film are brilliantly coordinated and really entertaining.BAR is recommendable for the general movie fan and definitely one to watch.",barbi bar movi review most fair,bar comedi movi set two world barbi real world thi review wont dig plotbar pleasant surpris pretti good fun actor music scenographi make except jobth comedi bar self iron sarcast nail pretti much spot middl part movi get bit ordinari dull doesnt ruin film overallth movi scene incred realli stand thi also appli costum soundtrack sever scene film brilliantli coordin realli entertainingbar recommend gener movi fan definit one watch
Surprising,"This movie definitely wasn't what I expected it to be. Although it was funny, it also had me question a lot of things in life. It hit the heart, it made me cry, and it really shows what the reality of the real world was and how we can all discover ourselves and not be making ourselves into someone we aren't. I walked into the theater thinking it would be all fun and like any other Barbie animation made in the past, but it definitely stood out and all the actors did great. Most women will definitely feel a sense of courage to do what they want in life and maybe also the men.This was a 10/10 movie. Definitely recommend to watch.",surpris,thi movi definit wasnt i expect although funni also question lot thing life it hit heart made cri realli show realiti real world discov make someon arent i walk theater think would fun like barbi anim made past definit stood actor great most woman definit feel sen courag want life mayb also menthi movi definit recommend watch
It was good but not what I would consider an empowering film.,"I was expecting a little more given the hype and was a little disappointed by a few aspects of the film. Firstly I'll say that Margot as Barbie and Ryan as Ken were great individually. A large part of why this movie was good enough is because of what they brought to the characters and the story on screen. I found watching Ken discovering ""patriarchy"" to be hilarious. However, one of the first critiques I have is that it felt like the movie didn't spend enough time in Barbieland. The serious shift felt a little too sudden when it could have benefitted from fleshing out the ""perfect"" life and the character dynamics of the barbies and Kens with more substance. Because I felt that was missing, the emotions Barbie was experiencing in the real world fell flat to me, which brings me to my second point.The movie's use of heavily weighted political words by the barbies and kens water down the overall message this film is trying to convey. I think being a woman in the real world is a lot more complicated than going on a beach and getting harassed. Or seeing a bunch of men working and socialising in corporate. I understand the way the movie addresses this is meant to be with a comical and somewhat obvious tone, and it was. However, it could have benefitted from also adding a bit more of a layered experience to these issues which would consequently add more dimensions to when these politically weighted words were used. It just felt, in my personal opinion, to be thrown around for the convenience of making a point amongst all the silliness but with no real material message.It was an enjoyable film in its own merits. However, I was disappointed in the development of the storyline and the characters so I give Barbie a 7/10. I think Greta is talented and I preferred her previous work like Lady Bird. This was a little too mainstream without much substance, thus, Barbie's empowering message fell flat to me.",it good i would consid empow film,i expect littl given hype littl disappoint aspect film firstli ill say margot barbi ryan ken great individu a larg part movi good enough brought charact stori screen i found watch ken discov patriarchi hilari howev one first critiqu i felt like movi didnt spend enough time barbieland the seriou shift felt littl sudden could benefit flesh perfect life charact dynam barbi ken substanc becaus i felt miss emot barbi experienc real world fell flat bring second pointth movi use heavili weight polit word barbi ken water overal messag film tri convey i think woman real world lot complic go beach get harass or see bunch men work socialis corpor i understand way movi address meant comic somewhat obviou tone howev could benefit also ad bit layer experi issu would consequ add dimens polit weight word use it felt person opinion thrown around conveni make point amongst silli real materi messageit enjoy film merit howev i disappoint develop storylin charact i give barbi i think greta talent i prefer previou work like ladi bird thi littl mainstream without much substanc thu barbi empow messag fell flat
"Great marketing and great actors, mediocre movie","Started well, had some great moments and acting was good.However, the point of turning Kenland back to Barbieland...what was supposed to convey? That Barbies aka women actually want to live looking like Barbies in their almost identical Barbiehouses? That it's women against men and men their dreams are stupid?I found the Mattel team going to Barbieland totally out of context and it didn't add anything either to idea or humor of the movie. Men leading the patriarchy in real world were made to look silly and idiotic, which didn't add anything to the ideas, but felt embarrassing rather than funny.I found the movie weird, confusing and not empowering at all.",great market great actor mediocr movi,start well great moment act goodhowev point turn kenland back barbielandwhat suppos convey that barbi aka woman actual want live look like barbi almost ident barbiehous that woman men men dream stupidi found mattel team go barbieland total context didnt add anyth either idea humor movi men lead patriarchi real world made look silli idiot didnt add anyth idea felt embarrass rather funnyi found movi weird confus empow
Gerwig must have wielded a pen that ignites,"Barbie wasn't supposed to be that deep but it was. Greta Gerwig must have wielded a pen that ignites to write this story down with so much boldness, creativity, and awareness that no one could ever imagine for an already perfect plastic to deserve.It wasn't a surprise Margot Robbie could kill this role and make us all believe she was born for this because she was. She is my favorite actress after all. She led the film as perfectly as her Barbie but it was Ryan Gosling that took me by surprise with how much he embodied kenergy that came so explosive like some atomic bomb designed by some civilian scientist (pun intended). Then there's America Ferrera (watch out for the scenes that earned her the ""heart of the film"" ribbon) and the scene Billie Eilish's ""What Was I Made For"" was made for. (If I were to predict with all confidence who's bagging an Oscar nomination? It's Billie for Original Song.)Barbie indeed subverted expectations and stereotypes. And I hate that it worked, that's why I loved it.",gerwig must wield pen ignit,barbi wasnt suppos deep greta gerwig must wield pen ignit write stori much bold creativ awar one could ever imagin alreadi perfect plastic deserveit wasnt surpris margot robbi could kill role make u believ born she favorit actress she led film perfectli barbi ryan gosl took surpris much embodi kenergi came explos like atom bomb design civilian scientist pun intend then there america ferrera watch scene earn heart film ribbon scene billi eilish what wa i made for made if i predict confid who bag oscar nomin it billi origin songbarbi inde subvert expect stereotyp and i hate work that i love
"Original, colorful, and fun","Barbie opens with an homage to 2001: A Space Odyssey before quickly transitioning to the visually stunning, artificial reality of Barbieland, where the sky is a painting and the food imagined. It's colorful, the set designers display fully realized artistic visions-it's nice to see a movie that isn't over sanitized for a mass audience, a movie that doesn't play it safe. You can see the influences Greta Gerwig wanted to include from old Hollywood all over the place. Margot Robbie is the star as Barbie, fully embodying the perfect Barbie life until cracks start to form in Barbieland.Barbie presents two dystopian worlds, one a bad version of the real world, and Barbieland, where men are pushed aside and given nothing to do at all. Ken discovers the idea of the patriarchy after being respected for the first time in his life in the real world because he never had any power. It was a desperate attempt to gain equality from a member of the oppressed class. Ken is essential to the emotional core of the film. He's how we see the injustice of Barbieland. The movie isn't man-hating, it uses the poor treatment of the Kens by the Barbies to say how dumb discrimination is and that we should all treat each other as individuals, capable of working within our individual talents and skills and that we should be authentic to who we are.** Significant spoilers after this point**The movie also tells us through a memorable monologue from Gloria (thanks to America Ferrera's excellent performance) that we don't have to be perfect, we can embrace being ordinary. She doesn't want the perfect Barbie life either, she wants an ordinary Barbie that's also a mom, loves her family, and embraces her imperfections as good things. The concern with insecurity caused by Barbie is made less tactfully by Gloria's daughter who goes on a screed calling Barbie a fascist (you can't tell me this was intended to be self serious and not a way to poke fun at Gen Z self righteousness).Robbie's Stereotypical Barbie also learns these values, shown when she is sitting at the bus stop in the real world and looks over at the older woman next to her and tells her she is beautiful. Barbie sees beyond the plastic perfection of Barbieland. This is why it's so important she leaves Barbieland at the end of the film, she rejects the reimposed female domination of Barbieland and the point of the film is to say the real world is better than what women may imagine happens in Barbieland. Barbieland is not the good place.There were some significant negatives for me though. I thought the movie had some humor that fell very flat in parts. The scenes at Mattel didn't do much for me. The movie was at its weakest in the real world (where we spent a lot of time). Some of the characters had rushed development.I am Kenough.",origin color fun,barbi open homag a space odyssey quickli transit visual stun artifici realiti barbieland sky paint food imagin it color set design display fulli realiz artist visionsit nice see movi isnt sanit mass audienc movi doesnt play safe you see influenc greta gerwig want includ old hollywood place margot robbi star barbi fulli embodi perfect barbi life crack start form barbielandbarbi present two dystopian world one bad version real world barbieland men push asid given noth ken discov idea patriarchi respect first time life real world never power it desper attempt gain equal member oppress class ken essenti emot core film he see injustic barbieland the movi isnt manhat use poor treatment ken barbi say dumb discrimin treat individu capabl work within individu talent skill authent signific spoiler pointth movi also tell u memor monologu gloria thank america ferrera excel perform dont perfect embrac ordinari she doesnt want perfect barbi life either want ordinari barbi that also mom love famili embrac imperfect good thing the concern insecur caus barbi made le tact gloria daughter goe screed call barbi fascist cant tell intend self seriou way poke fun gen z self righteousnessrobbi stereotyp barbi also learn valu shown sit bu stop real world look older woman next tell beauti barbi see beyond plastic perfect barbieland thi import leav barbieland end film reject reimpos femal domin barbieland point film say real world better woman may imagin happen barbieland barbieland good placether signific neg though i thought movi humor fell flat part the scene mattel didnt much the movi weakest real world spent lot time some charact rush developmenti kenough
"Started good, then turned into a lecture","I really wanted to like the movie, and I totally enjoyed the first third of it, until it turned into a lecture on patriarchy. Women are portrayed as infinitely oppressed people who can't do anything except for crying about their existence.Don't get me wrong, I expected it to be about feminism and empowerment, but not that awfully straightforward about it.I could've been a great movie. A 10/10 movie, but it feels like the authors just hate men so much, they can't think of anything else.I also feel sorry for all female executives at Mattel. The board of directors is portrayed as oppressively male-only, to maintain the narrative.To sum up, you gonna love it if you want to feel sad and oppressed about being a woman. Not so much if you just like Barbies and want to have a good time.",start good turn lectur,i realli want like movi i total enjoy first third turn lectur patriarchi woman portray infinit oppress peopl cant anyth except cri existencedont get wrong i expect femin empower aw straightforward iti couldv great movi a movi feel like author hate men much cant think anyth elsei also feel sorri femal execut mattel the board director portray oppress maleonli maintain narrativeto sum gon na love want feel sad oppress woman not much like barbi want good time
Whimsical story that grows deeper,"I was not sure I wanted to watch Barbie being a dude and thinking this is aimed at Kids or whoever liked 'Frozen', that Disney cartoons. But I gave it a try and by the end felt merrier about it. It has that feel good factor running all along that makes you appreciate the Director's and Writer's talents considering the story is about Barbie and her diaspora of dolls and the plastic world they inhabit
Yet the films manages to illicit emotions, fun and merriment all along while still keeping true to the Dolls' origins and without it being preachyI liked the world it creates both for Barbie and the Real World and the interactions that go in between, it acts as a satireneedless to say the actors are amazing and keep true to their characters. Well Done.",whimsic stori grow deeper,i sure i want watch barbi dude think aim kid whoever like frozen disney cartoon but i gave tri end felt merrier it feel good factor run along make appreci director writer talent consid stori barbi diaspora doll plastic world inhabit yet film manag illicit emot fun merriment along still keep true doll origin without preachyi like world creat barbi real world interact go act satireneedless say actor amaz keep true charact well done
Gosling Steals the Show.,"Walk into this film, not completely knowing what to expect but came out pleasantly surprised. Good set designs a lot of good shots throughout the film. Pretty solid humor throughout the film. So overall good experience. But now, in terms of casting Margot Robbie was a great choice for Barbie, but man does Ryan gosling really steal the show almost makes me wish he was in more comedies. Will Ferrell also makes an appearance and there's a pretty good job. And in terms of the overall message definitely wasn't as preachy as most people put it out to be. So I don't think the overall message was as bad as some people had it out but overall a fan film would recommend.",gosl steal show,walk film complet know expect came pleasantli surpris good set design lot good shot throughout film pretti solid humor throughout film so overal good experi but term cast margot robbi great choic barbi man ryan gosl realli steal show almost make wish comedi will ferrel also make appear there pretti good job and term overal messag definit wasnt preachi peopl put so i dont think overal messag bad peopl overal fan film would recommend
"This is an mportant movie, hilarious, joyful and profound","It is a philosophical masterpiece. Clever and thought provoking, hilarious and modern. I didn't expect that at all. The constructed reality is as complex as if Morpheus from ""the Matrix"" offered you the third pill which conjoins two worlds. Deserves the hypeI hope I don't dive super deep here, if I say that the beginning reminds me of Wlater Benjamin's ""Berlin Childhood"". Playing with toys knows to be joyful and lucid, but really reats some new and confusing ""realty"". To add up, this movie seems to be much more philosophical than ""The Matrix"", I would say. That dimension opens up right afterer ""blue pill vs red pill"" reference was made, because here we hd those two realities colide, ""imagenary"" and ""real*, creating the conjoined ""third realm"" where we see how both realites influence and shape each other. As Slavoj Zizek once pointed out: ""we need a third pill"", so here it is.At that point in the movie, story takes a new turn bringing into the focus some familiar social & existential struggles of modern times, providing us with its own critique of it. And it llooks like they had great success doing it. Seemingly effortlessly, they manged to bring out some greater point, keeping the great dynamics, adding the great amount of comedy to it. That was actually so impressive.Here ill pull the breaks, I would rather not to try to explain the movie or interprete it, .. Just wanna to say in the end that I strongly rrecommend it for watching. It's fun, profound, its reveling and bringing out so many different layers talking about the social/existential dilemas and actually you can learn much from watching it. And In the end, it gives the right amount of optimism.",thi mportant movi hilari joy profound,it philosoph masterpiec clever thought provok hilari modern i didnt expect the construct realiti complex morpheu matrix offer third pill conjoin two world deserv hypei hope i dont dive super deep i say begin remind wlater benjamin berlin childhood play toy know joy lucid realli reat new confus realti to add movi seem much philosoph the matrix i would say that dimens open right after blue pill v red pill refer made hd two realiti colid imagenari real creat conjoin third realm see realit influenc shape a slavoj zizek point need third pill isat point movi stori take new turn bring focu familiar social existenti struggl modern time provid u critiqu and llook like great success seemingli effortlessli mang bring greater point keep great dynam ad great amount comedi that actual impressiveher ill pull break i would rather tri explain movi interpret just wan na say end i strongli rrecommend watch it fun profound revel bring mani differ layer talk socialexistenti dilema actual learn much watch and in end give right amount optim
"Great acting, horrific plot.","I found this film to be disappointing and and an overall letdown, to say the least.The humour, acting, soundtrack, casting & costumes were AMAZING. Don't get me started on the dance choreography and the sets. I found that those aspects really created an amazing atmosphere for what the perfect Barbie world is was intended to be. Michael Cera was absolutely hilarious, and I couldn't stop laughing at the broken barbie, played by Kate McKinnon.Nevertheless, although it was clear they were trying to exaggerate the message on purpose, I found the plot to be just.. stupid. Barbie fights the patriarchy, or, Ken on a horse. I found the humour during multiple points in the movie to be dry, especially stressing how much Ken loves horses.The ending, I found to be mushy. I was expecting something better, and just kind of felt let down. Almost like it was lazy.In conclusion, I'd give this movie a solid six out of ten. It's kind of sad, as I am the targeted audience for this film- a young, feminist, progressive woman. Don't get me wrong, this movie was great at parts- but, in the end, was definitely overhyped.",great act horrif plot,i found film disappoint overal letdown say leastth humour act soundtrack cast costum amaz dont get start danc choreographi set i found aspect realli creat amaz atmospher perfect barbi world intend michael cera absolut hilari i couldnt stop laugh broken barbi play kate mckinnonnevertheless although clear tri exagger messag purpos i found plot stupid barbi fight patriarchi ken hors i found humour multipl point movi dri especi stress much ken love horsesth end i found mushi i expect someth better kind felt let almost like lazyin conclus id give movi solid six ten it kind sad i target audienc film young feminist progress woman dont get wrong movi great part end definit overhyp
Much more than I expected,"I expected a funny, easy-going movie that you can watch while scrolling on your phone. I was amazed by the depth of the story. Feminism done right, without the overly woke culture that is cringey and contraproductive in most cases. A must see if you're capable of seeing beyond the pitch perfect pink world. :) Wasn't sure about Ryan Gosling as Ken, the match seemed off, but after seeing the movie I think he did great. Helen Mirren is the narrator which is also amazing. Beautiful story abour equality, feminism, finding your role in the world and also about the importance of finding yourself in the big world.",much i expect,i expect funni easygo movi watch scroll phone i amaz depth stori femin done right without overli woke cultur cringey contraproduct case a must see your capabl see beyond pitch perfect pink world wasnt sure ryan gosl ken match seem see movi i think great helen mirren narrat also amaz beauti stori abour equal femin find role world also import find big world
"Barbie is catchy, fun, important and... that's it.","Greta Gerwig, took the most famous doll of humanity, a luxury cast and made a good film with an important message!Barbie offers almost 120 minutes of fun, captivating and fluid moments. Mixing real elements with ""drawn"" scenarios, it manages to bring the two worlds together in a balanced and intelligent way, varying between ""cartoons"" and the real world.It also shows in a very intelligent way all the difficulties that women go through in their lives, such as the lack of respect for their intellectual and physical property, as well as illustrating a series of moments that illustrate patriarchy and the disrespectful way in which many men treat women and think they are superior based on their gender. A message that Ryan Gosling had in a great performance to emphasize the perspective that unfortunately still reigns in many men today.Speaking of the cast, Ryan Gosling had a script that favored him, with several scenes and different roles that allowed him to show all his versatility as an actor, and the reality is that he delivered a high-level performance, the best in the film imo, and that he managed not only to give strength to the message that he wanted to convey, but also to elevate the film to another level with his musical performances. On the other hand, imo, Margot had a script that didn't exploit all of his acting skills. Don't get me wrong, her acting is very good, within what was provided, the performance is very good, however I think the script could have given her more, due to the versatility she has!And my first negative point is precisely that. The script was too attached to the message it wanted to convey and did not use all the potential that ""Barbie"" provided, such as the affective side and its overall positive impact on many women. Furthermore, the focus on the concept limited the development of characters and a cast that had more to offer!The dialogues also suffer from a lot of fluctuations, the good dialogues are really good but seem very disconnected from the rest, as the construction even them felt lazy. It's as if they didn't connect to what just happened in the last few minutes and just came out of nowhere. It's a shame, because there are really good speeches!Finally, the message got across clearly and the most important thing is clearly retained. This movie was never about pink or a doll. It was about women and the rights they are due! Respect, freedom, and justice in relation to the opportunities they should have. Doors should open according to the work carried out and the skills demonstrated, never to the gender or color of a person! Love is love no matters what. Respect is to everyone, there's no ""but""! However, I think Greta missed an incredible opportunity to make a stronger ""statement"" about equal rights, duties and opportunities for all!In short, it's a good film, light, funny and entertaining, and can be watched several times as something to ""pass the time and have fun"" but should be watched, at least once, in a serious and dedicated way for all the message it has!",barbi catchi fun import that,greta gerwig took famou doll human luxuri cast made good film import messagebarbi offer almost minut fun captiv fluid moment mix real element drawn scenario manag bring two world togeth balanc intellig way vari cartoon real worldit also show intellig way difficulti woman go live lack respect intellectu physic properti well illustr seri moment illustr patriarchi disrespect way mani men treat woman think superior base gender a messag ryan gosl great perform emphas perspect unfortun still reign mani men todayspeak cast ryan gosl script favor sever scene differ role allow show versatil actor realiti deliv highlevel perform best film imo manag give strength messag want convey also elev film anoth level music perform on hand imo margot script didnt exploit act skill dont get wrong act good within provid perform good howev i think script could given due versatil hasand first neg point precis the script attach messag want convey use potenti barbi provid affect side overal posit impact mani woman furthermor focu concept limit develop charact cast offerth dialogu also suffer lot fluctuat good dialogu realli good seem disconnect rest construct even felt lazi it didnt connect happen last minut came nowher it shame realli good speechesfin messag got across clearli import thing clearli retain thi movi never pink doll it woman right due respect freedom justic relat opportun door open accord work carri skill demonstr never gender color person love love matter respect everyon there howev i think greta miss incred opportun make stronger statement equal right duti opportun allin short good film light funni entertain watch sever time someth pas time fun watch least seriou dedic way messag
"Now I am become death, destroyer of the patriarchy","(Note: I highly recommend seeing both this film and Oppenheimer as a double feature. Both are heavy handed films that have characters going through an existential crisis and are consumed with thoughts of death. You would think these two films have nothing in common, but I'm dead serious - no pun intended.)When your film has your narrator saying the word ""feminism"" in the first five minutes, you know it's going to be problematic.Now, don't get me wrong. I have no problem with feminism and I consider myself a feminist. Some of my favorite films have feminist characters. I knew going in this film was going to be woke. I just didn't realize how woke till I saw it, which was kind of a disappointment anyway.First off, don't let the cutesy pink marketing fool you. This is not a film for kids, but that happens quite a lot in Hollywood. For example, Drop Dead Fred was a film I saw when I was 10, but it was really for adults. But at least it wasn't woke. I felt kind of sorry for the little girls I saw wearing their pretty pink outfits and dresses knowing that probably much of the preaching against the patriarchy and lack of genitalia jokes were going to go over their heads.Yep. I said what I said. It only gets worse from there.Margot Robbie plays the titular Barbie who lives in Barbieland with all her fellow Barbies that can do it all and have it all. The Kens are kind of just...there. The main Ken played by Ryan Gosling, gets tired of being from friend zoned and taken for granted by Barbie. When Barbie starts to have thoughts of her own mortality, has flat feet, and cellulite, she is advised by Kate McKinnon (one of the few bright spots in the film as Weird Barbie) to go to the Real World to find the girl who's playing with her and make everything right. Ken decides to stow away in Barbie's pink Corvette. Both of them discover the Real World is not what it seems.My biggest problem with this film was the constant preachiness, especially when Barbie and Ken go to the Real World, and it never really stops from there. I resented Greta Gerwig for ""giving the game away"". There's a way to talk about feminism without hammering it over the head and alienating half your audience, in this case men, but I doubt many men will see it. It's like that South Park episode when Randy makes a musical that explicitly talks about oral sex until he is advised to tone it down and hide the message in subtext. That's what Gerwig and her partner Noah Baumbach should have done with the story. This is a film that definitely skews toward a female audience. It needed to be more subtle with the messaging. I would have preferred a fun, silly, colorful Barbie film rather than having a woke agenda pushed on me. Unfortunately, that's the direction Hollywood seems to have embraced these days.However, the visuals were bright, fun, and colorful along with the hairstyles and wardrobe. I liked that they filmed in the Venice Beach Boardwalk and other areas around LA. Despite the diversity of the cast, my mom was unhappy that she didn't see a Hispanic Barbie and Ken (even though we saw a white, black, and Asian Ken). If there were any in the cast, I didn't see them. America Ferreira and her daughter are indeed Latina, but that wasn't enough for her. She does have a point, though, but we could be wrong and missed them. Will Ferrell is wasted as the CEO of Mattel, but I don't care for him anyway, so it didn't really matter that I didn't see him much. Rhea Perlman did have a nice little part as the creator of Barbie, Ruth Handler.This film was very strange and I felt kind of alienated by it. Plus, the last scene of the film was anticlimactic and totally bizarre. I get the good intentions by the filmmakers, but it was way too preachy for me. Legally Blonde was the closest to a Barbie film up until this point and it was a feminist film that never felt like it was preaching to its audience. Elle Woods was a blonde Barbie type character who was underestimated because of her looks, but manages to showcase her intelligence and strength as a successful lawyer without the message of the story becoming too heavy handed and retaining the lighthearted playfulness throughout, which is what Barbie is missing. I think I'll just stick to that film instead.",now i becom death destroy patriarchi,note i highli recommend see film oppenheim doubl featur both heavi hand film charact go existenti crisi consum thought death you would think two film noth common im dead seriou pun intendedwhen film narrat say word femin first five minut know go problematicnow dont get wrong i problem femin i consid feminist some favorit film feminist charact i knew go film go woke i didnt realiz woke till i saw kind disappoint anywayfirst dont let cutesi pink market fool thi film kid happen quit lot hollywood for exampl drop dead fred film i saw i realli adult but least wasnt woke i felt kind sorri littl girl i saw wear pretti pink outfit dress know probabl much preach patriarchi lack genitalia joke go go headsyep i said i said it get wors theremargot robbi play titular barbi live barbieland fellow barbi the ken kind justther the main ken play ryan gosl get tire friend zone taken grant barbi when barbi start thought mortal flat foot cellulit advis kate mckinnon one bright spot film weird barbi go real world find girl who play make everyth right ken decid stow away barbi pink corvett both discov real world seemsmi biggest problem film constant preachi especi barbi ken go real world never realli stop i resent greta gerwig give game away there way talk femin without hammer head alien half audienc case men i doubt mani men see it like south park episod randi make music explicitli talk oral sex advis tone hide messag subtext that gerwig partner noah baumbach done stori thi film definit skew toward femal audienc it need subtl messag i would prefer fun silli color barbi film rather woke agenda push unfortun that direct hollywood seem embrac dayshowev visual bright fun color along hairstyl wardrob i like film venic beach boardwalk area around la despit diver cast mom unhappi didnt see hispan barbi ken even though saw white black asian ken if cast i didnt see america ferreira daughter inde latina wasnt enough she point though could wrong miss will ferrel wast ceo mattel i dont care anyway didnt realli matter i didnt see much rhea perlman nice littl part creator barbi ruth handlerthi film strang i felt kind alien plu last scene film anticlimact total bizarr i get good intent filmmak way preachi legal blond closest barbi film point feminist film never felt like preach audienc ell wood blond barbi type charact underestim look manag showcas intellig strength success lawyer without messag stori becom heavi hand retain lightheart play throughout barbi miss i think ill stick film instead
"Whit, charm, and lots to say","This movie was fantastic. Leave it to the writers Greta and Noah to handle the topic of womanhood so well. The details on the set were outstanding. It even addresses some of how Barbie was created. Being on the theater surrounded by women watching this film felt like a significant moment.I will say to all the 1 star reviews and people who brought their 5 year olds to the theater, know your director. This was not a film created to advertise for Barbie, this was thoughtfully created by people who have written indi films and gotten nominated for Oscar's. They know what they want to say and why. The target audience for this film has to be old enough to understand words like Patriarchy which is used a lot in the movie. But don't let this deter you. There's enough music, humor, and and character development for Barbie and Ken to keep the audience entertained even if it's over their head.",whit charm lot say,thi movi fantast leav writer greta noah handl topic womanhood well the detail set outstand it even address barbi creat be theater surround woman watch film felt like signific momenti say star review peopl brought year old theater know director thi film creat advertis barbi thought creat peopl written indi film gotten nomin oscar they know want say the target audienc film old enough understand word like patriarchi use lot movi but dont let deter there enough music humor charact develop barbi ken keep audienc entertain even head
Margot Robbie and Ryang Gosling. That's it.,Gosling Robbie Made the movie. They're what makes it worthy to Watch. Every other possible meaning or message the director was aiming to Explore in the film was pointless or superficially / weakly face. Mattel tried so hard to wash its image through out Barbie's redemption that it almost appears cringe. Will Ferrell in the Same Role as he was in Zoolander or so. Finally the male figure is a bad represantation of the worst and stereotypical patriarchy which you could assist to maybe in the 80s. Despite Goslin's brilliant represantation Ken is just a stupid mamma boy without any merit. Robbie is just wonderful.,margot robbi ryang gosl that,gosl robbi made movi theyr make worthi watch everi possibl mean messag director aim explor film pointless superfici weakli face mattel tri hard wash imag barbi redempt almost appear cring will ferrel same role zooland final male figur bad represant worst stereotyp patriarchi could assist mayb despit goslin brilliant represant ken stupid mamma boy without merit robbi wonder
A 7.1!?!?!?,"The only thing you can save here is how good Margot Robbie looks. Other than that, this movie is more than sad. I really have a hard time understanding why Ryan Gosling accepted to play such a pathetic part.Shallow, pointless and ridiculous. They really had a good cast and the script is full of endless nonsense and pointless conversations.It mixes intentions to try to make Barbie look good but at the same time makes adult like comments that don't make it kid friendly.I wish the money could be returned because this was not worth it. Better luck next time.The 7.1 review on IMDB is completely deceiving.",a,the thing save good margot robbi look other movi sad i realli hard time understand ryan gosl accept play pathet partshallow pointless ridicul they realli good cast script full endless nonsens pointless conversationsit mix intent tri make barbi look good time make adult like comment dont make kid friendlyi wish money could return worth better luck next timeth review imdb complet deceiv
Exceeded all expectations!,"Barbie was hilarious, emotional and exciting. I LOVED the wardrobe and props - very colorful and exact replicas of what I played with in the 90s. I have to say I was pleasantly surprised with this movie - casting was perfect. I especially loved the humor and emotional grasp this movie had on the audience in the movie theatre. This is definitely a feel good movie and I hope they continue the franchise. I have to note that this movie had twists and turns at every corner, in good way! There is a lot of action, dancing and surprise ha ha moments. This is perfect for families and adults really; go see it!",exceed expect,barbi hilari emot excit i love wardrob prop color exact replica i play i say i pleasantli surpris movi cast perfect i especi love humor emot grasp movi audienc movi theatr thi definit feel good movi i hope continu franchis i note movi twist turn everi corner good way there lot action danc surpris ha ha moment thi perfect famili adult realli go see
